id,category,type,question,answer,dummy1,dummy2,dummy3,explanation
654,小6社会（歴史）,choice,豊臣秀吉が日本中の田畑の広さや土地の良さを同じ物差しできっちり調べてお米の取れる量を計算した政策は何？,太閤検地（たいこうけんち）,刀狩,地租改正,班田収授の法,これによって『石高（こくだか）』というお米の量で大名の強さや税金（年貢）を決めるカチッとした仕組みができた
655,小6社会（歴史）,choice,徳川家康が率いる東軍が石田三成らの西軍をわずか1日で打ち破って天下人となった天下分け目の戦いはどこ？,関ヶ原の戦い（せきがはら）,本能寺の変,長篠の戦い,壇ノ浦の戦い,岐阜県にある関ヶ原に日本中の武将が集まって大激突したよ！家康の裏切り工作がスパッと決まって東軍が勝ったんだ
656,小6社会（歴史）,choice,江戸幕府が大名たちの反乱を防ぐために1年おきに江戸と自分の領地を行き来させて大金を強制的に使わせた仕組みは何？,参勤交代（さんきんこうたい）,武家諸法度,生類憐れみの令,禁中並公家諸法度,大名行列という大移動には何百人も参加したから 旅費や江戸の生活費で大名はお金がなくなって戦う体力が消えたんだ
657,小6社会（歴史）,choice,江戸時代にキリスト教の広がりを恐れた幕府が外国との貿易を長崎の出島だけに制限して国を閉ざした状態は何？,鎖国（さこく）,開国,貿易摩擦,植民地,オランダと中国の船だけが特別に出島にこれたよ 約200年間も日本は独自ののんびりした文化（江戸文化）を育てたんだ
658,小6社会（歴史）,choice,杉田玄白や前野良沢がオランダ語の医学書に描かれた解剖図の正確さに腰を抜かして必死で翻訳した日本の有名な医学書は何？,解体新書（かいたいしん書）,武士道,学問のすすめ,東海道中膝栗毛,骨や筋肉の名前を日本語に訳すのがウルトラ大変で『フルヘッヘンド（うつむく）』の意味がわかるまで何日も悩んだんだ
659,小6社会（歴史）,choice,江戸時代に50歳を過ぎてから日本中を自分の足で一歩ずつ歩いて測量しもの凄く正確な日本地図を完成させたおじさんは誰？,伊能忠敬（いのうただたか）,ペリー,坂本龍馬,杉田玄白,歩いた歩数と角度だけで地図を作ったよ！今の人工衛星から見た地図と重ね合わせても1ミリレベルしか狂っていない凄さ
660,小6社会（歴史）,choice,江戸時代の終わりにアメリカから黒い巨大な蒸気船（黒船）を率いて浦賀にやってきて大砲で脅しながら開国を迫った軍人は？,ペリー,マッカーサー,ワシントン,リンカーン,太平の眠りを覚ます上喜撰（高級お茶）という歌が詠まれるくらい当時の日本人は黒船パニックで大騒ぎになったんだ
661,小6社会（歴史）,choice,お犬様を大事にしすぎるあまり蚊を叩いただけでお説教されるような法律である生類憐れみの令を出した江戸幕府の5代将軍は誰？,徳川綱吉（つなよし）,徳川家康,徳川家光,徳川慶喜,犬のために豪華な専門のマンション（犬小屋）を建てて税金でご馳走を食べさせたから犬公方（いぬくぼう）と呼ばれたよ
662,小6社会（歴史）,choice,明治時代に新政府が出した武士の特権を無くして百姓や町人もみんな同じ立場であるとした方針を何という？,四民平等（しみんびょうどう）,版籍奉還,廃藩置県,大政奉還,刀を持つ特権がなくなった武士たちは大怒り！でも髪型をちょんまげから散切り頭（自由な髪型）に変える大ブームが起きた
663,小6社会（歴史）,choice,明治新政府がこれからは身分や男女に関係なくみんな小学校に行って勉強しなさいと定めた近代教育のルールは何？,学制（がくせい）,教育勅語,義務教育法,校則,最初は学校を建てるお金を自分たちで払わなきゃいけなかったから 農民たちが反対して一揆（学制一揆）が起きたこともある
664,小6社会（歴史）,choice,明治時代に外国に負けない大国になるために群馬県に作られた日本の近代化を支えた世界遺産の生糸（シルク）工場はどこ？,富岡製糸場（とみおかせいしじょう）,八幡製鉄所,トヨタ工場,日産工場,フランスから最新の機械と技師を呼んで作ったよ！全国から士族（元武士）の娘たちが集まってハイテク技術を学んだんだ
665,小6社会（歴史）,choice,一万円札の顔にもなっている明治時代に学問のすすめを書き天は人の上に人を造らずと言って勉強の大切さを説いた人は誰？,福沢諭吉（ゆきち）,樋口一葉,野口英世,渋沢栄一,勉強しないと貧しくなるけれど勉強すれば誰でも大出世できるというアメリカ風の自由な考え方を日本に広めたリーダーだよ
666,小6社会（歴史）,choice,千円札の顔で黄熱病（おうねつびょう）という恐ろしい病気の原因を突き止めるためにアフリカへ渡って命がけで戦った細菌学者は？,野口英世（ひでよ）,北里柴三郎,志賀潔,湯川秀樹,子どもの頃に左手に大火傷を負ったけれど大手術で動くようになり お医者さんになって世界中で大活躍した努力の天才だよ
667,小6社会（歴史）,choice,新しく始まった明治政府の中で日本で初めての内閣総理大臣（初代総理大臣）に就任した山口県出身の人物は誰？,伊藤博文（ひろぶみ）,板垣退助,大隈重信,犬養毅,若い頃はイギリスにこっそり留学（長州ファイブ）して最先端の技術を学んだよ！大日本帝国憲法を作る中心になった人だ
668,小6社会（歴史）,choice,国会を開いてみんなで話し合う政治をしようと自由民権運動を進め暴漢に襲われたとき板垣死すとも自由は死せずと言った人は？,板垣退助（たいすけ）,伊藤博文,西郷隆盛,大久保利通,日本で最初の本格的な政党（自由党）を作ったよ！100円札の顔になっていたこともあるヒゲが立派なおじさまだよ
669,小6社会（政治）,choice,国会が法律を決めて内閣がそれを実行し裁判所がルール違反を裁くという権力の暴走を防ぐ仕組みを何という？,三権分立（さんけんぶんりつ）,三位一体,多数決の原則,二大政党制,1つのグループ（例えば王様）が全部を決めると独裁になっちゃうから 3つのハコが互いに監視し合う賢いシステムなんだ
670,小6社会（政治）,choice,日本の法律のピラミッドの一番てっぺんにある国の最高法規であり国の形やみんなの人権を守る絶対ルールは何？,日本国憲法,民法,刑法,学校の校則,国の一番強い法律だから 憲法に違反するような怪しい法律や命令を国会や内閣が勝手に作ることは絶対にできないよ
671,小6社会（政治）,choice,日本国憲法の３つの大原則とは基本的人権の尊重と平和主義とあと一つ国を動かすボスは国民であるという原則は何？,国民主権（こくみんしゅけん）,資本主義,民主主義,安全第一,昔の明治憲法では天皇が主権（ボス）だったけれど 今の憲法では『私たち国民全員』が国を決めるリーダーなんだよ
672,小6社会（政治）,choice,日本国憲法で定められている国民の三大義務とは教育を受けさせる義務と勤労（働く）の義務とあと一つの絶対ルールは何？,納税の義務（税金を払う）,選挙に行く義務,兵役の義務,部屋の片付けの義務,税金をみんなで出し合うから 警察や消防署や教科書が無料で使えるんだよ！お買い物にかかる消費税もその一つだね
673,小6社会（政治）,choice,国民から選ばれた国会議員たちが集まって新しい法律を多数決でギザギザ決める国の唯一の立法機関（法律を作る場所）はどこ？,国会（こっかい）,内閣,最高裁判所,首相官邸,衆議院（しゅうぎいん）と参議院（さんぎいん）の2つの部屋に分かれていて 2回慎重にチェックして法律を決めるんだ
674,小6社会（政治）,choice,総理大臣（ボス）と各省庁の大臣たちが集まって国会が決めた法律や予算をもとに実際に国の仕事を動かすチームを何という？,内閣（ないかく）または行政機関,国会,裁判所,市役所,総理大臣がお家（首相官邸）に大臣たちを集めて会議（閣議）を開いて 日本の進む方向をテキパキ決めていくんだ
675,小6社会（政治）,choice,世の中の揉め事や犯罪について憲法や法律の物差しを使ってどっちが正しいかフェアに判断を下す場所はどこ？,裁判所（さいばんしょ）または司法機関,国会,内閣,警察署,有罪か無罪かを決める神聖な場所！間違った判断を防ぐために3回までやり直せる『三審制（さんしんせい）』があるよ
676,小6理科（水溶液）,choice,酸性の水溶液に青色のリトマス紙をつけると紙の色はどのように変化する？,赤色に変色する,黄色のまま動かない,紫色のグラデーション,真っ黒に焦げる,『おかあさん（青➔赤、酸性）』と覚えよう！レモン汁や炭酸水やお酢をたらすと一瞬でキレイな赤色に変わるよ
677,小6理科（水溶液）,choice,アルカリ性の水溶液に赤色のリトマス紙をつけると紙の色はどのように変化する？,青色に変色する,緑色になる,透明に透き通る,ピンクのドット柄に変身,『あお信号（赤➔青、アルカリ性）』と覚えよう！石鹸水や虫刺されのアンモニア水をたらすと青色にワープするよ
678,小6理科（水溶液）,choice,酸性でもアルカリ性でもないポカリスエットや真水や食塩水のようなリトマス紙がどっちも色を変えない安全な性質を何という？,中性（ちゅうせい）,両性,激性,無性,お肌に優しい中性洗剤の中性だよ！酸性とアルカリ性を混ぜ合わせるとお互いのパワーが消えて中性になる（中和というよ）
679,小6理科（水溶液）,choice,匂いを嗅ぐと鼻がツーンともぎ取れそうになるおしっこの匂い成分が溶けたアルカリ性の水溶液は何？,アンモニア水,塩酸,炭酸水,食酢,気体のアンモニアが水に溶けたもの！匂いは超ヤバいけれど水が蒸発すると何も残らず空気中に消えちゃう不思議な液体だ
680,小6理科（水溶液）,choice,理科の実験で使う強烈な酸性の液体で無色透明だけれど金属の鉄やアルミニウムをドロドロに溶かしちゃう危ない水溶液は何？,塩酸（えんさん）,アンモニア水,水酸化ナトリウム水溶液,食塩水,気体の塩化水素が水に溶けたもの！強烈な酸性だから目に入ったら大ピンチ！実験の時は必ずゴーグルをつけよう
681,小6理科（水溶液）,choice,一円玉の材料であるアルミニウムを強烈な塩酸の中に入れると泡を出して消えてしまいますがこのとき出る爆発する気体は何？,水素（すいそ）,酸素,二酸化炭素,窒素,宇宙で一番軽い気体！マッチの火を近づけると『ポンッ！』と音を立てて激しく燃えて水に変身するエネルギーの塊だよ
682,小6理科（水溶液）,choice,学校のチョークや貝殻（石灰石）に塩酸をダバダバかけると激しく泡を出して溶けますがこのとき出る炭酸ガスと同じ気体は何？,二酸化炭素,酸素,水素,アンモニア,石灰水（せっかいすい）に通すとミルクみたいに真っ白に濁るのが特徴！地球を温める温室効果ガスとしても有名だね
683,小6理科（気体）,choice,物を激しくハデに燃やす手助けをする性質（助燃性）があり私たちが生きていくために1秒も欠かせない空気中の気体は何？,酸素（さんそ）,二酸化炭素,窒素,水素,二酸化マンガンにオキシドールを混ぜるとシュワシュワ大量に作れるよ！これがないと火は一瞬で消えちゃうんだ
684,小6理科（気体）,choice,地球の空気の約8割（一番多い）を占めている気体。物を燃やすことも燃やす手助けもしない超おとなしい気体の名前は何？,窒素（ちっそ）,酸素,二酸化炭素,ヘリウム,お菓子のポテトチップスの袋の中にパンパンに入っているガスだよ！油が腐らないように守ってくれる縁の下の力持ちだ
685,小6理科（人体）,choice,私たちが食べたご飯が胃や腸を通るとき体の中に吸収しやすいように栄養をドロドロに分解してくれる液体をまとめて何という？,消化液（しょうかえき）,唾液だけ,血液,胃水,口の中の唾液（だえき）や胃の中の胃液など！ご飯のでんぷんを甘い糖に変えてエネルギーの燃料にするんだよ
686,小6理科（人体）,choice,胸のなかに左右セットである臓器。空気中の酸素を血液にゲットして全自動で二酸化炭素を外に捨てるガス交換の場所はどこ？,肺（はい）,心臓,胃,腎臓,鳥の巣のぶどうの房みたいに小さな空気の部屋（肺胞・はいほう）が何億個も集まっていて 効率よく空気を入れ替えるんだ
687,小6理科（人体）,choice,胸の真ん中より少し左にあり自分のグーの拳と同じサイズ。24時間休まずドクドク動いて全身に血液を送る筋肉のポンプはどこ？,心臓（しんぞう）,肺,肝臓,大腸,4つの部屋（右心房・右心室・左心房・左心室）に分かれていて 逆流を防ぐ弁がついているウルトラ精密なエンジンだよ
688,小6理科（人体）,choice,背中側に左右1つずつあるソラマメの形をした臓器。全身の汚れた血液からいらない水分やゴミをこし取っておしっこを作るフィルターは？,腎臓（じんぞう）,肝臓,胃,肺,24時間血液をキレイにし続けてくれるお掃除ロボット！ここで集められたゴミがおしっこになってトイレに流れるんだ
689,小6理科（人体）,choice,人間の体の中で一番大きくて重い工場のような臓器。栄養をキープしたりお酒や体の中の毒を消して（解毒）くれる場所はどこ？,肝臓（かんぞう）,心臓,胃,腎臓,500種類以上の仕事を同時にこなす超マルチタスクな化学工場！ここが使えなくなると人間は一瞬で毒が回って倒れちゃう
690,小6理科（植物）,choice,植物の葉っぱが太陽の光のエネルギーを使って水と二酸化炭素からでんぷん（栄養）と酸素をタダで作るミラクルな働きは何？,光合成（こうごうせい）,呼吸,発芽,蒸散,葉っぱの中の緑色の粒（葉緑体・ようりょくたい）で作られるよ！植物が地球の空気をキレイにしてくれているんだね
691,小6理科（植物）,choice,植物の葉っぱの裏側に顕微鏡で見るとたくさんある唇（くちびる）の形をした目に見えない小さな空気とお水の出入り口の穴は何？,気孔（きこう）,気管,葉脈,毛穴,ここから二酸化炭素を吸って酸素を出したり お水を水蒸気として空に逃がして自分の体温をコントロールしているよ
692,小6理科（植物）,choice,根っこから吸い上げたお水を葉っぱの小さな穴（気孔）から水蒸気として空へビュンビュン逃がす植物の汗かき現象を何という？,蒸散（じょうさん）,光合成,呼吸,発汗,これによってストローでお水を吸い上げるように 足元から頭のてっぺんまでお水と栄養を全身に行き渡らせるんだ
693,小6理科（大地）,choice,大昔の生き物の死骸や葉っぱや足跡が何万年も泥や砂のなかに閉じ込められて石のようにカチカチにコピーされたお宝は何？,化石（かせき）,ただの砂利,ダイヤモンド,埴輪,恐竜の骨だけでなくウンチの化石もあるよ！大昔の地球がどんな天気でどんな世界だったかを教えてくれるタイムカプセルだ
694,小6理科（大地）,choice,山を切り開いた崖（がけ）の地層からあたたかくて浅い海にしか住めないサンゴの化石が見つかりました。大昔そこはどんな場所だった？,あたたかくて浅い海だった,冷たくて深い海だった,アマゾンのジャングルだった,エベレストのような高い山のてっぺんだった,サンゴの化石のように大昔の環境を教えてくれる化石を『示相化石（しそうかせき）』というよ 小6理科の重要罠ワードだ
695,小6理科（大地）,choice,地震のすさまじい巨大パワーで地面や地層がペキッと割れて横や上下にズレてできた大地の巨大な割れ目のキズを何という？,断層（だんそう）,地層,クレーター,谷,今も動く危険がある断層を『活断層（かつだんそう）』というよ！このキズがガクッと動くことで大地震が発生するんだ
696,小6理科（天体）,choice,お月様が毎日形を変えて三日月や満月に満ち欠けして見えるのは月が太陽の光を反射しながらどこの周りをお散歩しているから？,地球のまわり,太陽のまわり,宇宙のまわり,動かない,月は自分で光るライトを持っていなくて太陽の光を浴びた面だけが光るよ 地球からの角度で光の見え方が変わるんだね
697,小6理科（生態系）,choice,草➔バッタ➔カマキリ➔鳥➔タヌキのように生き物たちが食う・食われるの関係で複雑な網の目のように繋がっている関係を何という？,食物網（しょくもつもう）または食物連鎖,植物図鑑,弱肉強食,友達の輪,一本の鎖（連鎖）ではなく複雑に絡み合っているから網（網）というよ！どれか1種類の生き物が絶滅すると全体が崩れちゃう
698,小6算数（分数）,choice,２÷３という割り算の計算。小数にすると0.6666と割り切れませんがこれを分数の形に変身させると一瞬でどう表せる？,３分の２,２分の３,6,23,割り算の記号を分数の線に変えるだけ！『わられる数（左）』が分子のてっぺんに乗っかって『わる数（右）』が下（分母）に潜り込む
699,小6算数（分数）,choice,分数のかけ算の絶対ルール！３分の２ × ５分の４ の計算。どうやって掛け算すればいい？,分母どうし分子どうしをそれぞれそのまま掛け算する,分母だけ掛け算する,通分して引き算する,斜めに足し算する,分数のかけ算は一番カンタン！上は上（2×4=8）下は下（3×5=15）で計算して15分の8がスマートに一瞬で出るよ
700,小6算数（分数）,choice,分数の割り算の絶対ルール！３分の２ ÷ ５分の４ の計算。割り算の記号をひっくり返して掛け算にするときどうすればいい？,わる数の分数を上下逆さま（逆数）にして掛け算する,そのまま分子だけ割り算する,全体を１０倍する,諦めて小数にする,割り算は後ろの分数をウルトラＣでひっくり返して（5分の4➔4分の5）普通のかけ算にする！これだけでパズルが解けるよ
701,小6算数（単位）,choice,体積（かさ）の単位換算！たて・よこ・高さがすべて1メートルの巨大なサイコロ（１立方メートル）の中に1リットルの牛乳パックは何個入る？,１０００個,１個,１０個,１００個,1立方メートルは100cm×100cm×100cm＝1000000立方センチメートル！1Lは1000立方センチメートルだから1000個分だ
702,小6算数（図形）,choice,丸い円の面積（広さ）を計算したいとき学校の算数で習う一番有名な公式の組み合わせはどれ？,半径 × 半径 × ３.14,直径 × ３.14,底辺 × 高さ ÷ ２,たて × よこ,半径を2回かけて最後に魔法の数字3.14をかけるよ！中学受験では3.14の掛け算の暗記がハイスピード攻略の鍵になる
703,小6算数（図形）,choice,丸い円のまわりの長さ（円周・えんしゅう）を計算したいとき学校の算数で習う公式の組み合わせはどれ？,直径 × ３.14,半径 × 半径 × ３.14,一辺 × ４,対角線 × 対角線 ÷ ２,円のまわりは直径の約3倍（正確には3.14倍）になっているよ！だから直径に3.14をかければ一発で長さがわかるんだ
704,小6算数（図形）,choice,円柱（缶詰の形）や角柱（お菓子の箱の形）の体積（空間の広さ）を求めるすべての柱に共通するウルトラ公式は何？,底面積 × 高さ,縦 × 横 × 高さ,底辺 × 高さ ÷ ２,半径 × 半径 × ３.14,下の面の面積（底面積）のシートを 高さの分だけ上までギュイーンと積み上げるイメージ！これだけで全部の柱の体積が出る
705,小6算数（図形）,choice,とんがり帽子の形をした円すいやピラミッドの形をした角すいの体積。普通の柱の体積に何を掛け算すれば同じになる？,３分の１（または３で割る）,２分の１,１０倍,１００倍,尖っている立体（すい体）の体積は 同じ底面積と高さの柱の体積の『ちょうど3分の1』になるという宇宙の面白いルールがある
706,小6算数（割合）,choice,算数の難所である比（ひ）。３：４ の左と右に同じ数字をかけても比の割合は変わりません。等しい比になっているのはどれ？,6:08,5:06,9:10,30:04:00,どっちも2倍すると6：8になるよ！比をできるだけ小さな整数に直すことを『比を簡単にする』というから覚えておこう
707,小6算数（割合）,choice,お買い物の計算。Ｘが２倍、３倍になると、連動してＹも２倍、３倍にパワーアップする２つの数字の関係を何という？,比例（ひれい）,反比例,正比例,反動,片方が増えればもう片方も同じ倍数で増える！グラフに書くと原点（0）からまっすぐ右上に伸びるキレイな直線になるよ
708,小6算数（割合）,choice,片方が２倍、３倍に増えると、逆に相方が『２分の一、３分の一』に縮んでしまう、割り勘の人数と1人分のお金のような関係は何？,反比例（はんぴれい）,比例,正比例,反動,人数が2倍に増えれば1人払うお金は半分（2分の1）に減る！グラフに書くと綺麗なカーブ（双曲線）を描くのが特徴だ
709,小6算数（数）,choice,ゲームのステータス低下デバフなどでよく見る「０（ゼロ）」よりもさらに小さいマイナスの世界の数のことを算数の言葉で何という？,負の数（ふのすう）,正の数,無の数,逆の数,マイナス3度（℃）のマイナスだよ！逆に0より大きい普通のプラスの数のことは『正の数（せいのすう）』というんだ
710,小6算数（図形）,choice,ある図形を鏡に映したように一本の直線を折り目にしてパタンと折ると左右がピッタリ重なり合う性質を何という？,線対称（せんたいしょう）,点対称,非対称,絶対対称,漢字の『山』やアルファベットの『Ａ』の形！折り目の線のことを『対称の軸（じく）』というからテストで書こう
711,小6算数（図形）,choice,図形の真ん中にあるポチ（中心）を画鋲で止めてグルッと『１８０度（半分）』回転させたときに元の形と完全に重なる性質は何？,点対称（てんたいしょう）,線対称,左右対称,回転対称,トランプのカードの絵柄やアルファベットの『Ｎ』や『Ｓ』の形！真ん中の画鋲の点を『対称の中心』というよ
712,小6算数（速さ）,choice,算数の3大引っ掛けボスである速さ。時速６０ｋｍで爆走する車は２時間で何ｋｍ遠くまで進むことができる？,１２０ｋｍ,３０ｋｍ,６０ｋｍ,２４０ｋｍ,1時間に60km進むパワーだから2時間なら 60×2＝120km！『はじき（速さ・時間・距離）』のパズルを使いこなそう
713,小6算数（速さ）,choice,道のり（距離）を計算して求めたいとき『はじき』の円のパズルを思い浮かべると正しい数式の組み合わせはどれ？,速さ × 時間,速さ ÷ 時間,時間 ÷ 道のり,道のり ＋ 時間,横並びの『速さ』と『時間』を掛け算すれば上の『道のり』にワープするよ！割り算と掛け算の向きを絶対に間違えないでね
714,小6国語（熟語）,choice,熟語の組み立ての罠。読書（書を『読む』）や乗車（車に『乗る』）のように、上の漢字が動詞で下の漢字が目的語の組み合わせはどれ？,登山（山に『登る』から）,上下,軽量,新幹線,英語の動詞➔目的語（Verb + Object）の語順と同じ！漢字の並び方のルールを見抜くと国語のパズルが一気に解けるよ
715,小6国語（熟語）,choice,熟語の組み立て。高山（高い山）や長髪（長い髪）のように、上の漢字が形容詞になって下の漢字を詳しく説明しているのはどれ？,大洋（大きな洋だから）,売買,落選,左右,上の文字が下の文字をデコレーション（修飾・しゅうしょく）しているよ！言葉の意味を考えれば簡単に見抜けるよ
616,小6国語（四字熟語）,choice,十人十色（じゅうにんといろ）という四字熟語。みんなそれぞれ考え方や好みが違うから面白いという意味ですがこれと同じ意味の四字熟語はどれ？,三者三様（さんしゃさんよう）,一生懸命,弱肉強食,一石二鳥,3人いれば3つのやり方や個性があるという意味！みんな違ってみんないいという多様性の時代にぴったりな言葉だね
717,小6国語（四字熟語）,choice,一生懸命（いっしょうけんめい）という言葉。実は大昔の武士たちが一つの土地（領地）を命がけで守った歴史がもとになった本来の漢字は何？,一所懸命（いっしょけんめい）,一性懸命,一生懸命で正しい,一星懸命,『一つの場所（一所）』を命を懸けて守るから一所懸命！今では一生懸命と書くことが多いけれど元々は場所の意味だったんだ
718,小6国語（四字熟語）,choice,大自然のサファリパークのように強い生き物が弱い生き物をパクパク食べて栄える厳しい世界を表した四字熟語は何？,弱肉強食（じゃくにくきょうしょく）,十人十色,自給自足,油断大敵,弱い者の肉が強い者の食べ物になるという意味！人間社会でも油断しているとライバルに負けちゃう厳しい言葉だね
719,小6国語（四字熟語）,choice,無人島サバイバルのように生活に必要な食べ物や道具をすべて自分たちの力で手に入れてまかなう生活を表す四字熟語は何？,自給自足（じきゅうじそく）,弱肉強食,一生懸命,油断大敵,自分で給（給与）して自分で足（満足）にする！お庭でトマトを育てて食べるのもプチ自給自足を味わえるね
720,小6国語（四字熟語）,choice,油断大敵（ゆだんたいてき）の油断という言葉の由来。大昔のお寺の小坊主さんが毎日何をうっかり切らすとウルトラ怒られたことからきている？,灯りのための油（あぶら）,料理のお醤油,お風呂のお湯,車のガソリン,お寺のランプの油を切らすと真っ暗になっちゃうから 毎日ヒヤヒヤしながら見張っていたのが油断（油を断つ）の語源なんだよ
721,小6国語（ことわざ）,choice,情けは人のためならず という有名な言葉。小6のテストで一番狙われるこの言葉の本当の正しい意味はどれ？,人に親切にしておけばめぐりめぐって自分に良いことが返ってくる,人に優しくしすぎると甘やかすことになってその人のためにならない,親切は無駄である,お金を貸してはいけない,『人のためではなく（自分のために返ってくる）』という意味！冷たく突き放す意味だと勘違いしている人が日本中に大勢いるよ
722,小6国語（敬語）,choice,学校の先生や会社の社長などお世話になっている目上の相手の行動を『高めて』表現する大人の正しい敬語のグループは何？,尊敬語（そんけいご）,謙譲語,丁寧語,タメ口,相手をリスペクトして上に持ち上げる表現だよ！『先生がおっしゃる』や『社長がいらっしゃる』など使い分けが大事だね
723,小6国語（敬語）,choice,相手に対して自分や自分の家族の立場を『一歩へりくだらせて（低くして）』表現することで相手を敬う大人の敬語グループは何？,謙譲語（けんじょうご）,尊敬語,丁寧語,美化語,自分が一歩下がることで間接的に相手を上にする表現！『私が申し上げます』や『お家に伺います』などビジネスの基本だよ
724,小6国語（敬語）,choice,話す（言う）という言葉の敬語。先生がクラスのみんなに向かって何かを話したとき尊敬語として正しく言い換えた形はどれ？,おっしゃる,申す（もうす）,言う,言われる,『先生がおっしゃいました』がパーフェクトな日本語！自分が話すときは謙譲語の『申しました』になるから罠に気をつけよう
725,小6国語（敬語）,choice,行く（訪問する）という言葉の敬語。自分が先生の職員室やお家にこれから向かうとき謙譲語として正しい言葉はどれ？,伺う（うかがう）または参る,いらっしゃる,行く,おいでになる,相手の場所に『伺う（うかがう）』が正解！先生が行くときは尊敬語の『いらっしゃる』になるから上下関係をマスターしよう
726,小6国語（漢字）,choice,友達を裏切る（うらぎる）や裏口（うらぐち）に使われている裏という漢字。漢字のパーツ（部首）の分類では何の仲間？,衣（ころも・衣がえの仲間）,里（さと）,口（くち）,目,漢字の上側と下側にパカッと分かれているけれど実は『衣（ころも）』という服を意味する部首！服の裏側の意味からきているんだ
727,小6国語（漢字）,choice,危険（きけん）な山道の険という漢字と探検（たんけん）の検という漢字。大自然のゴツゴツした険しい崖の山を表す方に使う部首はどっち？,こざとへん（阝・山の階段の形）,きへん（木）,さんずい（氵）,にんべん（イ）,左側の『阝』は神様が上り下りする山のハシゴの形！だから険しい山や階段の意味を持つ漢字にはこざとへんがつくんだよ
